x,Curve1
0.15273,0.04867
0.24116,0.04437
0.3537,0.10949
0.46624,0.08469
0.57074,0.13756
0.65916,0.19048
0.75563,0.25564
0.84405,0.36986
0.94855,0.38187
1.06109,0.76988
1.16559,0.82684
1.24598,1.0637
1.34244,1.21469
1.43891,1.61091
1.62379,1.66768
1.86495,1.52404
2.13826,1.42119
2.38746,1.28161
2.7492,1.17854
3.50482,1.14399
4.51768,1.07611
