x,M1,M2,M3
1.67,2.7438562805244184,4.742528298168105,6.742502328742377
1.68,2.747535413940605,4.746274089080838,6.746250057406659
1.69,2.7511574371114267,4.74995943936377,6.749937201115249
1.7,2.7547233270661136,4.753585491282658,6.753564912857379
1.71,2.7582340427795025,4.757153360937555,6.757134318662417
1.72,2.761690525497113,4.760664138979535,6.760646518375134
1.73,2.7650936990563757,4.764118891305135,6.764102586404434
1.74,2.7684444702038937,4.767518659729282,6.767503572446532
1.75,2.771743728908681,4.770864462637357,6.770850502183644
1.76,2.774992348671279,4.774157295617138,6.774144377959086
1.77,2.7781911868287086,4.777398132071244,6.777386179429728
1.78,2.7813410848551707,4.780587923810755,6.780576864196666
1.79,2.784442868658494,4.783727601630609,6.78371736841496
1.8,2.787497348872245,4.786818075867391,6.7868086073832234
1.81,2.79050532114351,4.78986023694008,6.789851476113848
1.82,2.793467566416296,4.792854955874341,6.792846849884571
1.83,2.796384851210555,4.795803084810881,6.795795584772129
